iter	Passed	Remaining
296	11813	3965652
297	11848	3964090
298	11877	3960653
299	11903	3955836
300	11938	3954307
301	11967	3950724
302	12003	3949426
303	12035	3947055
304	12062	3942858
305	12092	3939666
306	12117	3935109
307	12145	3931246
308	12182	3930413
309	12218	3929129
310	12244	3924869
311	12272	3921183
312	12309	3920458
313	12346	3919522
314	12377	3916941
315	12403	3912745
316	12430	3908909
317	12456	3904534
318	12483	3900929
319	12510	3897095
320	12540	3894202
321	12567	3890435
322	12595	3886828
323	12627	3884793
324	12657	3882066
325	12695	3881717
326	12739	3883073
327	12784	3884856
328	12837	3889155
329	12886	3892035
330	12937	3895602
331	12990	3899876
332	13047	3905079
333	13095	3907732
334	13151	3912602
335	13202	3916216
336	13256	3920510
337	13314	3925937
338	13374	3931959
339	13420	3933827
340	13453	3931977
341	13491	3931366
342	13525	3929657
343	13555	3927052
344	13583	3923675
345	13609	3919875
346	13637	3916582
347	13663	3912556
348	13691	3909301
349	13716	3905201
350	13741	3901342
351	13769	3898048
352	13802	3896166
353	13830	3893225
354	13861	3890697
355	13896	3889701
356	13939	3890554
357	13980	3891314
358	14024	3892463
359	14068	3893878
360	14100	3891925
361	14134	3890376
362	14166	3888550
363	14197	3886290
364	14223	3882510
365	14252	3879784
366	14287	3878700
367	14330	3879854
368	14377	3881849
369	14422	3883532
370	14461	3883412
371	14502	3883899
372	14543	3884582
373	14589	3886448
374	14630	3886842
375	14668	3886436
376	14711	3887418
377	14757	3889242
378	14792	3888186
379	14822	3885839
380	14855	3884276
381	14885	3881930
382	14919	3880512
383	14955	3879799
384	14994	3879772
385	15021	3876445
386	15048	3873481
387	15072	3869661
388	15103	3867444
389	15127	3863755
390	15155	3860841
391	15181	3857770
392	15212	3855640
393	15240	3852846
394	15271	3850840
395	15299	3848174
396	15330	3846186
397	15362	3844483
398	15391	3842003
399	15421	3840037
400	15451	3837902
401	15489	3837585
402	15518	3835119
403	15544	3832017
404	15571	3829329
405	15599	3826533
406	15626	3823809
407	15652	3820766
408	15682	3818739
409	15722	3819038
410	15766	3820402
411	15809	3821365
412	15833	3818049
413	15861	3815350
414	15887	3812434
415	15916	3810114
416	15942	3807153
417	15970	3804754
418	16002	3803151
419	16039	3802771
420	16066	3800209
421	16095	3798049
422	16121	3795136
423	16149	3792762
424	16175	3789865
425	16203	3787378
426	16227	3784052
427	16252	3781163
428	16280	3778697
429	16306	3775907
430	16334	3773574
431	16361	3771037
432	16389	3768801
433	16415	3765893
434	16446	3764358
435	16483	3764102
436	16522	3764457
437	16560	3764285
438	16589	3762414
439	16615	3759563
440	16643	3757456
441	16670	3755024
442	16698	3752812
443	16715	3747930
444	16741	3745482
445	16770	3743394
446	16798	3741276
447	16824	3738684
448	16853	3736719
449	16879	3734071
450	16909	3732461
451	16947	3732409
452	16991	3733953
453	17033	3734765
454	17074	3735592
455	17108	3734814
456	17137	3732773
457	17165	3730752
458	17192	3728515
459	17218	3725994
460	17246	3723927
461	17272	3721297
462	17302	3719708
463	17329	3717441
464	17355	3715069
465	17378	3711949
466	17404	3709411
467	17432	3707384
468	17458	3704948
469	17491	3704141
470	17518	3701911
471	17546	3700023
472	17577	3698676
473	17617	3699203
474	17649	3698042
475	17679	3696535
476	17705	3694175
477	17733	3692187
478	17763	3690698
479	17791	3688854
480	17818	3686658
481	17848	3685183
482	17880	3683999
483	17918	3684290
484	17958	3684832
485	18000	3685708
486	18032	3684690
487	18067	3684321
488	18108	3685037
489	18146	3685121
490	18179	3684420
491	18205	3682006
492	18232	3679965
493	18263	3678712
494	18290	3676739
495	18316	3674556
496	18344	3672709
497	18370	3670408
498	18397	3668558
499	18423	3666181
500	18451	3664508
501	18477	3662209
502	18510	3661458
503	18546	3661386
504	18592	3663024
505	18632	3663625
506	18671	3664073
507	18700	3662448
508	18728	3660691
509	18755	3658868
510	18793	3658919
511	18833	3659616
512	18874	3660436
513	18906	3659470
514	18934	3657622
515	18957	3654955
516	18985	3653294
517	19024	3653585
518	19062	3653799
519	19100	3654014
520	19133	3653236
521	19165	3652355
522	19201	3652294
523	19230	3650781
524	19256	3648634
525	19284	3646944
526	19310	3644911
527	19338	3643182
528	19369	3642197
529	19397	3640483
530	19422	3638381
531	19450	3636703
532	19477	3634865
533	19515	3635161
534	19556	3635926
535	19594	3636099
536	19623	3634679
537	19657	3634237
538	19696	3634521
539	19737	3635333
540	19763	3633316
541	19790	3631655
542	19816	3629615
543	19847	3628586
544	19873	3626659
545	19904	3625688
546	19934	3624333
547	19965	3623375
548	19993	3621726
549	20023	3620659
550	20051	3618979
551	20078	3617417
552	20109	3616411
553	20137	3614741
554	20167	3613566
555	20204	3613698
556	20241	3613823
557	20269	3612181
558	20296	3610587
559	20320	3608395
560	20347	3606720
561	20372	3604559
562	20398	3602784
563	20422	3600514
564	20454	3599760
565	20485	3598825
566	20517	3598165
567	20561	3599408
568	20597	3599374
569	20634	3599460
570	20669	3599248
571	20705	3599153
572	20736	3598119
573	20762	3596404
574	20791	3595170
575	20817	3593261
576	20846	3592141
577	20872	3590280
578	20900	3588941
579	20925	3586852
580	20953	3585449
581	20979	3583728
582	21007	3582287
583	21032	3580362
584	21061	3579207
585	21091	3578081
586	21119	3576786
587	21148	3575591
588	21185	3575672
589	21215	3574679
590	21239	3572642
591	21265	3570863
592	21298	3570285
593	21326	3568939
594	21353	3567544
595	21379	3565864
596	21409	3564719
597	21434	3562952
598	21463	3561741
599	21498	3561629
600	21528	3560573
601	21556	3559229
602	21595	3559784
603	21628	3559321
604	21657	3558080
605	21682	3556250
606	21715	3555745
607	21741	3554120
608	21769	3552829
609	21795	3551259
610	21823	3549875
611	21848	3548241
612	21871	3546092
613	21902	3545276
614	21931	3544090
615	21956	3542418
616	21985	3541224
617	22012	3539849
618	22041	3538713
619	22078	3538934
620	22113	3538792
621	22154	3539680
622	22182	3538450
623	22206	3536564
624	22232	3535006
625	22260	3533688
626	22284	3531926
627	22312	3530579
628	22338	3529026
629	22364	3527631
630	22390	3526085
631	22418	3524755
632	22445	3523414
633	22473	3522285
634	22499	3520763
635	22527	3519473
636	22553	3518065
637	22583	3517076
638	22614	3516435
639	22651	3516674
640	22691	3517344
641	22720	3516347
642	22746	3514753
643	22780	3514514
644	22810	3513639
645	22843	3513311
646	22869	3511818
647	22898	3510777
648	22925	3509467
649	22955	3508670
650	22983	3507474
651	23011	3506404
652	23037	3504922
653	23065	3503802
654	23092	3502427
655	23118	3500988
656	23149	3500344
657	23182	3500024
658	23210	3498797
659	23250	3499598
660	23286	3499634
661	23326	3500334
662	23356	3499553
663	23384	3498358
664	23412	3497315
665	23438	3495909
666	23466	3494727
667	23492	3493345
668	23520	3492204
669	23544	3490579
670	23573	3489634
671	23599	3488292
672	23628	3487346
673	23660	3486837
674	23694	3486552
675	23721	3485307
676	23749	3484300
677	23780	3483633
678	23824	3485004
679	23854	3484138
680	23882	3483104
681	23910	3482011
682	23937	3480828
683	23963	3479422
684	23991	3478362
685	24016	3476944
686	24043	3475807
687	24069	3474366
688	24096	3473253
689	24124	3472251
690	24152	3471083
691	24178	3469847
692	24229	3472148
693	24258	3471182
694	24287	3470309
695	24317	3469569
696	24353	3469658
697	24383	3468937
698	24411	3467982
699	24437	3466626
700	24467	3465843
701	24492	3464399
702	24520	3463475
703	24546	3462174
704	24573	3461078
705	24599	3459782
706	24627	3458719
707	24654	3457570
708	24692	3458036
709	24725	3457687
710	24758	3457500
711	24790	3457026
712	24824	3456869
713	24864	3457621
714	24897	3457308
715	24935	3457728
716	24962	3456622
717	24989	3455504
718	25019	3454751
719	25045	3453500
720	25073	3452464
721	25099	3451324
722	25128	3450457
723	25153	3449032
724	25181	3448096
725	25212	3447586
726	25239	3446492
727	25267	3445579
728	25294	3444428
729	25322	3443543
730	25353	3442939
731	25391	3443353
732	25424	3443191
733	25453	3442377
734	25479	3441132
735	25507	3440171
736	25532	3438899
737	25560	3437855
738	25585	3436567
739	25614	3435763
740	25639	3434505
741	25670	3433956
742	25696	3432830
743	25728	3432398
744	25756	3431515
745	25782	3430301
746	25812	3429645
747	25838	3428447
748	25861	3426954
749	25892	3426432
750	25932	3427100
751	25957	3425874
752	25986	3425063
753	26012	3423925
754	26039	3422923
755	26067	3421990
756	26094	3421030
757	26123	3420228
758	26151	3419403
759	26176	3418066
760	26203	3417100
761	26229	3415954
762	26257	3415102
763	26281	3413746
764	26317	3413888
765	26345	3413023
766	26370	3411819
767	26402	3411455
768	26442	3412058
769	26475	3411911
770	26501	3410833
771	26529	3409978
772	26555	3408858
773	26583	3408005
774	26608	3406705
775	26635	3405756
776	26665	3405182
777	26693	3404303
778	26721	3403523
779	26753	3403237
780	26785	3402839
781	26819	3402785
782	26854	3402897
783	26882	3402028
784	26908	3400874
785	26935	3399986
786	26971	3400139
787	26999	3399367
788	27025	3398300
789	27055	3397660
790	27085	3397114
791	27113	3396354
792	27140	3395376
793	27168	3394603
794	27195	3393582
795	27223	3392801
796	27249	3391743
797	27278	3391088
798	27306	3390326
799	27344	3390750
800	27376	3390462
801	27409	3390218
802	27433	3388981
803	27459	3387896
804	27488	3387182
805	27513	3386111
806	27541	3385296
807	27568	3384316
808	27596	3383582
809	27622	3382521
810	27658	3382771
811	27694	3382913
812	27723	3382345
813	27756	3382126
814	27787	3381756
815	27813	3380696
816	27846	3380589
817	27881	3380664
818	27916	3380705
819	27941	3379514
820	27967	3378539
821	27985	3376550
822	28011	3375565
823	28037	3374517
824	28064	3373747
825	28091	3372760
826	28113	3371339
827	28138	3370199
828	28163	3369155
829	28191	3368360
830	28216	3367249
831	28243	3366442
832	28268	3365318
833	28295	3364444
834	28325	3363943
835	28353	3363206
836	28389	3363471
837	28427	3363917
838	28456	3363272
839	28482	3362244
840	28510	3361617
841	28536	3360624
842	28564	3359812
843	28588	3358673
844	28614	3357751
845	28655	3358555
846	28681	3357555
847	28711	3357051
848	28737	3356073
849	28771	3356093
850	28799	3355428
851	28827	3354695
852	28852	3353674
853	28883	3353236
854	28916	3353175
855	28954	3353589
856	28982	3352873
857	29021	3353481
858	29048	3352595
859	29076	3351916
860	29102	3350999
861	29131	3350339
862	29161	3349875
863	29189	3349181
864	29214	3348141
865	29241	3347410
866	29269	3346695
867	29297	3345977
868	29323	3345035
869	29351	3344358
870	29377	3343500
871	29408	3343172
872	29444	3343363
873	29481	3343740
874	29508	3342888
875	29536	3342162
876	29560	3341047
877	29590	3340603
878	29618	3339896
879	29645	3339213
880	29671	3338264
881	29698	3337522
882	29724	3336563
883	29752	3335935
884	29780	3335240
885	29814	3335261
886	29841	3334466
887	29869	3333809
888	29897	3333134
889	29927	3332712
890	29961	3332755
891	29999	3333149
892	30027	3332525
893	30065	3332964
894	30089	3331862
895	30117	3331255
896	30145	3330607
897	30172	3329760
898	30203	3329468
899	30235	3329226
900	30270	3329343
901	30298	3328783
902	30326	3328040
903	30352	3327217
904	30380	3326580
905	30407	3325810
906	30436	3325257
907	30467	3324933
908	30502	3325058
909	30537	3325207
910	30569	3325022
911	30603	3325073
912	30641	3325491
913	30668	3324766
914	30697	3324179
915	30724	3323438
916	30752	3322858
917	30784	3322650
918	30821	3322962
919	30857	3323196
920	30876	3321592
921	30902	3320772
922	30929	3320064
923	30955	3319177
924	30973	3317544
925	30999	3316732
926	31028	3316135
927	31053	3315203
928	31095	3316090
929	31126	3315756
930	31165	3316406
931	31194	3315884
932	31222	3315216
933	31259	3315562
934	31286	3314829
935	31312	3314050
936	31346	3314088
937	31381	3314169
938	31408	3313483
939	31434	3312627
940	31463	3312188
941	31489	3311341
942	31516	3310683
943	31544	3310006
944	31583	3310549
945	31619	3310853
946	31657	3311255
947	31686	3310720
948	31713	3310074
949	31741	3309501
950	31767	3308692
951	31797	3308261
952	31827	3307861
953	31855	3307327
954	31883	3306695
955	31910	3305976
956	31937	3305297
957	31963	3304481
958	31991	3303941
959	32024	3303820
960	32059	3304026
961	32089	3303624
962	32111	3302465
963	32139	3301844
964	32164	3300909
965	32190	3300191
966	32219	3299659
967	32243	3298730
968	32270	3298039
969	32297	3297378
970	32324	3296703
971	32354	3296272
972	32380	3295542
973	32414	3295530
974	32447	3295465
975	32484	3295819
976	32510	3295112
977	32537	3294364
978	32566	3293944
979	32603	3294280
980	32631	3293670
981	32656	3292840
982	32691	3292973
983	32730	3293536
984	32759	3293084
985	32785	3292279
986	32811	3291531
987	32841	3291165
988	32873	3291013
989	32908	3291192
990	32942	3291213
991	32972	3290860
992	32999	3290189
993	33028	3289719
994	33053	3288895
995	33088	3289056
996	33123	3289219
997	33154	3288979
998	33180	3288236
999	33208	3287616
1000	33232	3286736
1001	33260	3286195
1002	33286	3285378
1003	33314	3284891
1004	33352	3285301
1005	33383	3285015
1006	33409	3284277
1007	33436	3283713
1008	33463	3283018
1009	33493	3282694
1010	33552	3285159
1011	33610	3287621
1012	33651	3288265
1013	33720	3291770
1014	33767	3293108
1015	33808	3293808
1016	33848	3294394
1017	33888	3295072
1018	33926	3295418
1019	33963	3295810
1020	33996	3295755
1021	34035	3296285
1022	34066	3295959
1023	34093	3295326
1024	34124	3295138
1025	34161	3295377
1026	34210	3296928
1027	34237	3296263
1028	34264	3295638
1029	34291	3295012
1030	34326	3295081
1031	34363	3295385
1032	34389	3294704
1033	34418	3294286
1034	34444	3293525
1035	34471	3292859
1036	34496	3292113
1037	34524	3291562
1038	34558	3291589
1039	34594	3291783
1040	34624	3291427
1041	34654	3291117
1042	34683	3290710
1043	34711	3290137
1044	34741	3289850
1045	34779	3290233
1046	34816	3290547
1047	34844	3290009
1048	34870	3289307
1049	34902	3289149
1050	34935	3289086
1051	34972	3289419
1052	35003	3289198
1053	35035	3289044
1054	35065	3288657
1055	35099	3288754
1056	35133	3288778
1057	35162	3288302
1058	35188	3287601
1059	35216	3287063
1060	35241	3286306
1061	35275	3286362
1062	35308	3286282
1063	35343	3286370
1064	35369	3285677
1065	35396	3285108
1066	35430	3285130
1067	35467	3285488
1068	35497	3285095
1069	35524	3284507
1070	35553	3284071
1071	35578	3283327
1072	35607	3282920
1073	35633	3282186
1074	35664	3281965
1075	35697	3281902
1076	35732	3282057
1077	35761	3281626
1078	35789	3281120
1079	35815	3280451
1080	35843	3279886
1081	35868	3279174
1082	35907	3279661
1083	35941	3279704
1084	35970	3279299
1085	35998	3278780
1086	36024	3278134
1087	36053	3277643
1088	36077	3276858
1089	36106	3276421
1090	36130	3275593
1091	36160	3275232
1092	36185	3274470
1093	36220	3274574
1094	36265	3275659
1095	36299	3275694
1096	36326	3275115
1097	36355	3274746
1098	36383	3274229
1099	36411	3273704
1100	36437	3273020
1101	36467	3272709
1102	36493	3272081
1103	36524	3271839
1104	36550	3271198
1105	36576	3270525
1106	36605	3270112
1107	36634	3269704
1108	36667	3269687
1109	36697	3269352
1110	36728	3269182
1111	36761	3269114
1112	36798	3269485
1113	36826	3268978
1114	36856	3268634
1115	36881	3267946
1116	36909	3267417
1117	36937	3266951
1118	36967	3266659
1119	36994	3266086
1120	37022	3265601
1121	37046	3264787
1122	37072	3264131
1123	37099	3263586
1124	37129	3263257
1125	37187	3265424
1126	37244	3267459
1127	37300	3269509
1128	37353	3271166
1129	37405	3272782
1130	37461	3274780
1131	37527	3277638
1132	37584	3279654
1133	37640	3281651
1134	37686	3282707
1135	37736	3284099
1136	37798	3286581
1137	37856	3288691
1138	37906	3290129
1139	37957	3291686
1140	38014	3293675
1141	38064	3295082
1142	38117	3296771
1143	38173	3298646
1144	38225	3300226
1145	38279	3301966
1146	38328	3303270
1147	38376	3304484
1148	38420	3305401
1149	38475	3307208
1150	38531	3309112
1151	38579	3310327
1152	38627	3311513
1153	38671	3312436
1154	38718	3313498
1155	38765	3314638
1156	38807	3315316
1157	38839	3315147
1158	38875	3315322
1159	38910	3315451
1160	38936	3314787
1161	38965	3314344
1162	38990	3313624
1163	39022	3313419
1164	39051	3313021
1165	39076	3312285
1166	39104	3311777
1167	39131	3311146
1168	39158	3310610
1169	39183	3309847
1170	39273	3314569
1171	39340	3317379
1172	39393	3318995
1173	39442	3320190
1174	39501	3322288
1175	39550	3323625
1176	39606	3325415
1177	39654	3326623
1178	39709	3328325
1179	39758	3329637
1180	39815	3331556
1181	39862	3332568
1182	39908	3333630
1183	39956	3334763
1184	40013	3336654
1185	40063	3337967
1186	40117	3339580
1187	40166	3340834
1188	40216	3342136
1189	40271	3343866
1190	40322	3345280
1191	40374	3346737
1192	40429	3348481
1193	40475	3349473
1194	40530	3351172
1195	40576	3352118
1196	40631	3353791
1197	40666	3353849
1198	40697	3353623
1199	40729	3353416
1200	40758	3352984
1201	40783	3352223
1202	40810	3351556
1203	40836	3350902
1204	40866	3350548
1205	40908	3351202
1206	40950	3351836
1207	40984	3351743
1208	41014	3351394
1209	41041	3350858
1210	41077	3350972
1211	41104	3350359
1212	41134	3349966
1213	41160	3349357
1214	41189	3348893
1215	41214	3348163
1216	41242	3347636
1217	41268	3346960
1218	41298	3346560
1219	41337	3346991
1220	41391	3348581
1221	41454	3350921
1222	41511	3352737
1223	41584	3355850
1224	41639	3357524
1225	41701	3359690
1226	41781	3363394
1227	41891	3369474
1228	41970	3373030
1229	42020	3374298
1230	42074	3375837
1231	42124	3377072
1232	42176	3378491
1233	42225	3379576
1234	42268	3380253
1235	42299	3379982
1236	42330	3379733
1237	42371	3380227
1238	42437	3382687
1239	42492	3384315
1240	42539	3385307
1241	42589	3386493
1242	42649	3388518
1243	42703	3390042
1244	42767	3392407
1245	42820	3393831
1246	42881	3395922
1247	42932	3397199
1248	42981	3398296
1249	43028	3399220
1250	43066	3399534
1251	43099	3399368
1252	43129	3399005
1253	43147	3397626
1254	43174	3397057
1255	43198	3396209
1256	43227	3395684
1257	43252	3394950
1258	43279	3394365
1259	43304	3393574
1260	43330	3392896
1261	43361	3392552
1262	43391	3392217
1263	43429	3392451
1264	43447	3391133
1265	43472	3390406
1266	43501	3389910
1267	43534	3389812
1268	43576	3390329
1269	43635	3392255
1270	43692	3393964
1271	43739	3394933
1272	43789	3396112
1273	43835	3396914
1274	43883	3397963
1275	43933	3399132
1276	43974	3399576
1277	44023	3400678
1278	44078	3402228
1279	44119	3402736
1280	44157	3402973
1281	44204	3403869
1282	44265	3405858
1283	44311	3406710
1284	44360	3407789
1285	44413	3409220
1286	44466	3410555
1287	44521	3412115
1288	44572	3413307
1289	44615	3413940
1290	44658	3414585
1291	44688	3414159
1292	44716	3413629
1293	44741	3412874
1294	44763	3411882
1295	44789	3411226
1296	44817	3410623
1297	44841	3409832
1298	44871	3409470
1299	44908	3409587
1300	44935	3408982
1301	44960	3408246
1302	44990	3407836
1303	45015	3407072
1304	45044	3406660
1305	45072	3406126
1306	45109	3406296
1307	45166	3407918
1308	45217	3409156
1309	45271	3410540
1310	45335	3412765
1311	45390	3414271
1312	45429	3414544
1313	45455	3413861
1314	45482	3413266
1315	45510	3412702
1316	45537	3412146
1317	45562	3411352
1318	45587	3410633
1319	45623	3410678
1320	45661	3410917
1321	45690	3410450
1322	45715	3409761
1323	45744	3409273
1324	45770	3408583
1325	45807	3408766
1326	45858	3409921
1327	45920	3411972
1328	45971	3413163
1329	46037	3415406
1330	46084	3416331
1331	46136	3417551
1332	46187	3418734
1333	46242	3420189
1334	46273	3419887
1335	46301	3419378
1336	46329	3418869
1337	46357	3418355
1338	46389	3418083
1339	46415	3417406
1340	46444	3416978
1341	46471	3416357
1342	46501	3415977
1343	46526	3415278
1344	46554	3414764
1345	46579	3414009
1346	46608	3413568
1347	46636	3413027
1348	46671	3413050
1349	46707	3413123
1350	46736	3412671
1351	46762	3412010
1352	46789	3411427
1353	46816	3410803
1354	46843	3410277
1355	46869	3409615
1356	46898	3409144
1357	46927	3408673
1358	46953	3408060
1359	46979	3407429
1360	47007	3406901
1361	47032	3406180
1362	47061	3405695
1363	47087	3405066
1364	47115	3404592
1365	47142	3404002
1366	47174	3403794
1367	47217	3404357
1368	47254	3404516
1369	47278	3403731
1370	47305	3403128
1371	47332	3402572
1372	47361	3402140
1373	47391	3401736
1374	47422	3401510
1375	47446	3400733
1376	47476	3400327
1377	47501	3399616
1378	47529	3399113
1379	47557	3398641
1380	47585	3398139
1381	47611	3397531
1382	47640	3397094
1383	47666	3396421
1384	47699	3396296
1385	47722	3395424
1386	47754	3395234
1387	47785	3394996
1388	47811	3394347
1389	47828	3393070
1390	47856	3392549
1391	47888	3392347
1392	47917	3391944
1393	47948	3391678
1394	47977	3391258
1395	48007	3390906
1396	48035	3390439
1397	48065	3390124
1398	48095	3389748
1399	48115	3388709
1400	48143	3388201
1401	48170	3387689
1402	48200	3387314
1403	48227	3386777
1404	48263	3386856
1405	48305	3387370
1406	48324	3386246
1407	48356	3386065
1408	48385	3385639
1409	48416	3385393
1410	48445	3384944
1411	48478	3384809
1412	48508	3384522
1413	48539	3384208
1414	48567	3383798
1415	48598	3383472
1416	48624	3382891
1417	48652	3382399
1418	48677	3381764
1419	48707	3381379
1420	48734	3380826
1421	48774	3381228
1422	48806	3381019
1423	48844	3381220
1424	48876	3381044
1425	48910	3380967
1426	48948	3381204
1427	48979	3380929
1428	49004	3380296
1429	49031	3379772
1430	49058	3379221
1431	49087	3378793
1432	49115	3378361
1433	49143	3377905
1434	49169	3377274
1435	49197	3376843
1436	49224	3376252
1437	49252	3375787
1438	49283	3375563
1439	49315	3375341
1440	49345	3375050
1441	49373	3374556
1442	49401	3374158
1443	49438	3374271
1444	49467	3373876
1445	49494	3373367
1446	49521	3372831
1447	49556	3372885
1448	49585	3372433
1449	49612	3371927
1450	49637	3371297
1451	49665	3370821
1452	49692	3370304
1453	49720	3369870
1454	49749	3369444
1455	49777	3369025
1456	49802	3368334
1457	49829	3367821
1458	49858	3367444
1459	49885	3366914
1460	49914	3366565
1461	49935	3365622
1462	49969	3365578
1463	49999	3365299
1464	50027	3364798
1465	50057	3364512
1466	50084	3363963
1467	50112	3363549
1468	50139	3363010
1469	50171	3362835
1470	50202	3362596
1471	50239	3362756
1472	50271	3362572
1473	50305	3362568
1474	50345	3362915
1475	50375	3362569
1476	50403	3362138
1477	50430	3361658
1478	50464	3361628
1479	50492	3361147
1480	50519	3360687
1481	50545	3360101
1482	50577	3359913
1483	50605	3359463
1484	50635	3359190
1485	50667	3358988
1486	50698	3358742
1487	50732	3358684
1488	50765	3358610
1489	50793	3358195
1490	50825	3358017
1491	50854	3357647
1492	50885	3357378
1493	50911	3356847
1494	50941	3356524
1495	50977	3356605
1496	51013	3356678
1497	51043	3356427
1498	51072	3356053
1499	51104	3355829
