iter	Passed	Remaining
1500	51134	3355564
1501	51167	3355447
1502	51195	3355003
1503	51228	3354933
1504	51264	3354990
1505	51305	3355420
1506	51334	3355061
1507	51364	3354759
1508	51395	3354545
1509	51421	3353958
1510	51447	3353394
1511	51481	3353347
1512	51511	3353092
1513	51538	3352590
1514	51568	3352310
1515	51598	3352002
1516	51641	3352531
1517	51684	3353078
1518	51731	3353911
1519	51766	3353953
1520	51806	3354297
1521	51840	3354206
1522	51881	3354663
1523	51912	3354392
1524	51947	3354425
1525	51982	3354458
1526	52016	3354404
1527	52047	3354180
1528	52077	3353893
1529	52107	3353635
1530	52139	3353426
1531	52176	3353571
1532	52210	3353593
1533	52242	3353415
1534	52274	3353262
1535	52308	3353186
1536	52340	3353043
1537	52369	3352695
1538	52398	3352282
1539	52424	3351790
1540	52451	3351249
1541	52480	3350894
1542	52505	3350285
1543	52531	3349791
1544	52561	3349473
1545	52587	3348919
1546	52614	3348461
1547	52652	3348675
1548	52687	3348727
1549	52717	3348400
1550	52748	3348169
1551	52779	3347990
1552	52811	3347805
1553	52845	3347760
1554	52880	3347809
1555	52907	3347318
1556	52935	3346910
1557	52963	3346472
1558	52988	3345898
1559	53016	3345454
1560	53040	3344808
1561	53066	3344265
1562	53094	3343843
1563	53121	3343398
1564	53149	3342978
1565	53179	3342702
1566	53215	3342767
1567	53249	3342765
1568	53277	3342348
1569	53305	3341976
1570	53343	3342152
1571	53373	3341901
1572	53398	3341277
1573	53425	3340814
1574	53449	3340178
1575	53479	3339872
1576	53507	3339467
1577	53549	3339960
1578	53583	3339937
1579	53620	3340075
1580	53648	3339689
1581	53676	3339289
1582	53701	3338704
1583	53730	3338315
1584	53755	3337783
1585	53785	3337484
1586	53831	3338181
1587	53857	3337702
1588	53884	3337233
1589	53910	3336717
1590	53939	3336329
1591	53974	3336400
1592	54003	3336028
1593	54029	3335511
1594	54058	3335161
1595	54091	3335071
1596	54131	3335434
1597	54161	3335143
1598	54186	3334605
1599	54217	3334346
1600	54242	3333809
1601	54270	3333400
1602	54296	3332874
1603	54324	3332461
1604	54353	3332184
1605	54387	3332107
1606	54415	3331711
1607	54444	3331408
1608	54470	3330898
1609	54498	3330508
1610	54522	3329884
1611	54550	3329474
1612	54576	3328952
1613	54609	3328868
1614	54646	3329040
1615	54683	3329201
1616	54712	3328867
1617	54739	3328395
1618	54764	3327874
1619	54793	3327502
1620	54822	3327196
1621	54846	3326588
1622	54873	3326142
1623	54906	3326049
1624	54935	3325733
1625	54966	3325510
1626	54994	3325148
1627	55032	3325326
1628	55070	3325549
1629	55101	3325386
1630	55134	3325292
1631	55170	3325401
1632	55212	3325839
1633	55247	3325867
1634	55283	3325946
1635	55318	3326005
1636	55349	3325814
1637	55380	3325597
1638	55410	3325326
1639	55439	3325010
1640	55470	3324839
1641	55499	3324479
1642	55528	3324180
1643	55556	3323808
1644	55590	3323745
1645	55618	3323417
1646	55653	3323409
1647	55688	3323492
1648	55732	3324035
1649	55759	3323593
1650	55787	3323198
1651	55817	3322948
1652	55848	3322746
1653	55881	3322708
1654	55912	3322499
1655	55939	3322049
1656	55969	3321766
1657	55997	3321395
1658	56029	3321291
1659	56059	3321014
1660	56088	3320711
1661	56122	3320665
1662	56154	3320571
1663	56194	3320891
1664	56232	3321086
1665	56263	3320868
1666	56293	3320619
1667	56324	3320442
1668	56348	3319860
1669	56376	3319476
1670	56408	3319326
1671	56436	3318971
1672	56474	3319148
1673	56502	3318812
1674	56540	3319033
1675	56574	3318989
1676	56608	3318959
1677	56640	3318854
1678	56668	3318487
1679	56699	3318265
1680	56735	3318356
1681	56767	3318239
1682	56802	3318284
1683	56828	3317807
1684	56856	3317395
1685	56882	3316906
1686	56927	3317535
1687	56946	3316637
1688	56970	3316071
1689	56998	3315704
1690	57017	3314819
1691	57051	3314811
1692	57081	3314535
1693	57107	3314029
1694	57135	3313698
1695	57175	3314009
1696	57225	3314926
1697	57261	3315045
1698	57302	3315390
1699	57329	3314967
1700	57350	3314240
1701	57375	3313693
1702	57410	3313723
1703	57440	3313503
1704	57467	3313045
1705	57494	3312658
1706	57519	3312133
1707	57549	3311881
1708	57577	3311509
1709	57601	3310889
1710	57639	3311100
1711	57679	3311439
1712	57720	3311819
1713	57755	3311878
1714	57786	3311714
1715	57813	3311276
1716	57840	3310880
1717	57870	3310598
1718	57898	3310257
1719	57924	3309768
1720	57951	3309371
1721	57976	3308849
1722	58003	3308441
1723	58028	3307913
1724	58054	3307441
1725	58093	3307676
1726	58134	3308068
1727	58196	3309652
1728	58260	3311349
1729	58309	3312169
1730	58352	3312701
1731	58410	3313992
1732	58465	3315169
1733	58516	3316140
1734	58564	3316910
1735	58602	3317129
1736	58634	3316965
1737	58673	3317248
1738	58709	3317334
1739	58750	3317707
1740	58795	3318306
1741	58842	3319035
1742	58887	3319607
1743	58933	3320265
1744	58972	3320548
1745	59022	3321414
1746	59065	3321881
1747	59116	3322846
1748	59162	3323462
1749	59205	3323983
1750	59234	3323667
1751	59264	3323394
1752	59295	3323223
1753	59330	3323272
1754	59357	3322819
1755	59385	3322462
1756	59411	3321996
1757	59439	3321640
1758	59469	3321407
1759	59500	3321190
1760	59524	3320638
1761	59552	3320248
1762	59577	3319722
1763	59606	3319421
1764	59632	3318951
1765	59658	3318510
1766	59695	3318666
1767	59723	3318312
1768	59749	3317855
1769	59777	3317495
1770	59810	3317409
1771	59849	3317649
1772	59878	3317360
1773	59906	3317002
1774	59934	3316672
1775	59965	3316468
1776	59993	3316111
1777	60034	3316469
1778	60065	3316303
1779	60092	3315897
1780	60126	3315868
1781	60157	3315694
1782	60195	3315862
1783	60231	3315996
1784	60275	3316492
1785	60320	3317101
1786	60360	3317405
1787	60404	3317938
1788	60445	3318279
1789	60493	3319018
1790	60542	3319821
1791	60597	3320941
1792	60635	3321176
1793	60667	3321014
1794	60694	3320628
1795	60719	3320120
1796	60748	3319810
1797	60772	3319228
1798	60798	3318772
1799	60825	3318355
1800	60856	3318158
1801	60890	3318181
1802	60918	3317798
1803	60948	3317595
1804	60975	3317176
1805	61003	3316794
1806	61027	3316254
1807	61055	3315884
1808	61082	3315520
1809	61111	3315205
1810	61141	3314958
1811	61178	3315100
1812	61220	3315515
1813	61259	3315783
1814	61291	3315670
1815	61320	3315384
1816	61346	3314882
1817	61379	3314813
1818	61410	3314623
1819	61438	3314302
1820	61451	3313137
1821	61477	3312672
1822	61493	3311699
1823	61524	3311508
1824	61552	3311176
1825	61578	3310717
1826	61605	3310323
1827	61629	3309765
1828	61656	3309367
1829	61690	3309371
1830	61717	3309008
1831	61757	3309272
1832	61789	3309142
1833	61826	3309325
1834	61855	3309006
1835	61886	3308825
1836	61916	3308619
1837	61957	3308956
1838	61989	3308849
1839	62019	3308625
1840	62049	3308356
1841	62084	3308384
1842	62113	3308121
1843	62145	3308009
1844	62174	3307715
1845	62206	3307595
1846	62236	3307360
1847	62266	3307108
1848	62297	3306953
1849	62328	3306754
1850	62357	3306499
1851	62387	3306287
1852	62414	3305893
1853	62449	3305898
1854	62481	3305793
1855	62514	3305730
1856	62544	3305502
1857	62578	3305487
1858	62609	3305290
1859	62642	3305235
1860	62673	3305056
1861	62714	3305397
1862	62729	3304413
1863	62757	3304039
1864	62785	3303717
1865	62811	3303290
1866	62844	3303208
1867	62872	3302897
1868	62904	3302793
1869	62932	3302467
1870	62962	3302218
1871	62992	3302012
1872	63018	3301542
1873	63044	3301107
1874	63075	3300933
1875	63103	3300618
1876	63132	3300324
1877	63172	3300622
1878	63197	3300148
1879	63230	3300074
1880	63257	3299728
1881	63282	3299243
1882	63309	3298860
1883	63335	3298428
1884	63364	3298129
1885	63391	3297760
1886	63419	3297458
1887	63444	3296963
1888	63470	3296520
1889	63498	3296214
1890	63533	3296261
1891	63569	3296365
1892	63605	3296437
1893	63642	3296587
1894	63668	3296144
1895	63702	3296118
1896	63728	3295721
1897	63756	3295368
1898	63783	3295018
1899	63811	3294709
1900	63840	3294411
1901	63869	3294132
1902	63896	3293800
1903	63924	3293460
1904	63948	3292945
1905	63975	3292578
1906	64002	3292161
1907	64034	3292071
1908	64066	3291975
1909	64101	3291978
1910	64129	3291683
1911	64166	3291816
1912	64193	3291455
1913	64226	3291411
1914	64253	3290996
1915	64281	3290678
1916	64306	3290221
1917	64334	3289917
1918	64359	3289445
1919	64386	3289092
1920	64419	3288996
1921	64446	3288647
1922	64478	3288551
1923	64503	3288094
1924	64532	3287815
1925	64566	3287810
1926	64606	3288080
1927	64635	3287820
1928	64667	3287729
1929	64699	3287606
1930	64735	3287711
1931	64768	3287642
1932	64802	3287625
1933	64837	3287664
1934	64870	3287595
1935	64906	3287714
1936	64952	3288298
1937	64981	3288032
1938	65006	3287568
1939	65037	3287403
1940	65071	3287385
1941	65106	3287447
1942	65135	3287169
1943	65169	3287195
1944	65199	3286954
1945	65240	3287279
1946	65277	3287450
1947	65306	3287168
1948	65331	3286716
1949	65362	3286573
1950	65395	3286496
1951	65432	3286647
1952	65460	3286315
1953	65487	3285953
1954	65524	3286105
1955	65552	3285820
1956	65590	3286008
1957	65623	3285931
1958	65651	3285641
1959	65677	3285220
1960	65706	3284957
1961	65734	3284664
1962	65767	3284594
1963	65797	3284359
1964	65825	3284061
1965	65851	3283687
1966	65882	3283487
1967	65914	3283375
1968	65947	3283333
1969	65973	3282945
1970	66004	3282795
1971	66033	3282497
1972	66059	3282100
1973	66087	3281805
1974	66114	3281434
1975	66144	3281237
1976	66171	3280890
1977	66199	3280584
1978	66225	3280193
1979	66254	3279920
1980	66281	3279600
1981	66313	3279486
1982	66345	3279359
1983	66371	3278953
1984	66399	3278670
1985	66433	3278677
1986	66470	3278815
1987	66499	3278524
1988	66527	3278248
1989	66554	3277882
1990	66585	3277754
1991	66621	3277811
1992	66655	3277842
1993	66687	3277731
1994	66721	3277731
1995	66748	3277340
1996	66775	3277028
1997	66805	3276791
1998	66838	3276763
1999	66863	3276327
2000	66891	3276006
2001	66919	3275713
2002	66944	3275280
2003	66974	3275051
2004	67004	3274856
2005	67031	3274537
2006	67060	3274259
2007	67086	3273877
2008	67117	3273737
2009	67147	3273518
2010	67184	3273651
2011	67212	3273360
2012	67240	3273096
2013	67269	3272836
2014	67299	3272642
2015	67329	3272431
2016	67362	3272371
2017	67388	3271960
2018	67419	3271840
2019	67449	3271638
2020	67478	3271391
2021	67508	3271169
2022	67538	3270995
2023	67569	3270856
2024	67604	3270899
2025	67638	3270891
2026	67676	3271073
2027	67710	3271048
2028	67741	3270906
2029	67766	3270507
2030	67796	3270276
2031	67831	3270316
2032	67875	3270809
2033	67906	3270649
2034	67935	3270400
2035	67961	3270036
2036	67994	3269997
2037	68024	3269792
2038	68053	3269537
2039	68082	3269311
2040	68124	3269655
2041	68154	3269493
2042	68187	3269415
2043	68220	3269357
2044	68254	3269385
2045	68281	3269028
2046	68308	3268689
2047	68334	3268315
2048	68368	3268287
2049	68396	3268022
2050	68430	3268007
2051	68463	3267987
2052	68494	3267795
2053	68521	3267470
2054	68551	3267300
2055	68580	3267034
2056	68617	3267196
2057	68654	3267306
2058	68682	3267045
2059	68712	3266827
2060	68746	3266834
2061	68779	3266770
2062	68803	3266297
2063	68829	3265953
2064	68859	3265734
2065	68889	3265532
2066	68919	3265375
2067	68946	3265018
2068	68977	3264887
2069	69003	3264513
2070	69031	3264208
2071	69057	3263813
2072	69088	3263689
2073	69116	3263401
2074	69144	3263103
2075	69169	3262676
2076	69196	3262360
2077	69225	3262148
2078	69262	3262275
2079	69290	3262006
2080	69327	3262134
2081	69356	3261909
2082	69385	3261637
2083	69404	3260942
2084	69441	3261062
2085	69466	3260660
2086	69494	3260376
2087	69519	3259958
2088	69546	3259653
2089	69572	3259246
2090	69600	3258965
2091	69624	3258512
2092	69658	3258503
2093	69683	3258077
2094	69711	3257792
2095	69738	3257498
2096	69771	3257440
2097	69804	3257403
2098	69832	3257106
2099	69856	3256628
2100	69882	3256255
2101	69911	3256032
2102	69946	3256090
2103	69972	3255738
2104	70001	3255470
2105	70027	3255103
2106	70056	3254891
2107	70083	3254555
2108	70110	3254231
2109	70138	3253953
2110	70168	3253773
2111	70194	3253426
2112	70222	3253117
2113	70248	3252758
2114	70282	3252780
2115	70320	3252940
2116	70357	3253079
2117	70389	3253001
2118	70425	3253076
2119	70454	3252876
2120	70493	3253121
2121	70519	3252735
2122	70547	3252479
2123	70573	3252093
2124	70603	3251921
2125	70628	3251499
2126	70661	3251441
2127	70690	3251235
2128	70717	3250934
2129	70743	3250563
2130	70772	3250321
2131	70798	3249946
2132	70825	3249621
2133	70851	3249255
2134	70879	3248997
2135	70906	3248685
2136	70936	3248508
2137	70967	3248379
2138	70998	3248257
2139	71026	3247979
2140	71060	3247959
2141	71087	3247650
2142	71126	3247909
2143	71164	3248080
2144	71207	3248493
2145	71236	3248282
2146	71268	3248170
2147	71297	3247943
2148	71327	3247790
2149	71354	3247454
2150	71381	3247164
2151	71408	3246851
2152	71439	3246680
2153	71467	3246445
2154	71497	3246267
2155	71522	3245868
2156	71548	3245506
2157	71575	3245185
2158	71601	3244839
2159	71632	3244688
2160	71659	3244370
2161	71689	3244181
2162	71716	3243892
2163	71741	3243506
2164	71769	3243241
2165	71795	3242851
2166	71823	3242576
2167	71849	3242226
2168	71877	3241976
2169	71906	3241756
2170	71934	3241498
2171	71962	3241205
2172	71986	3240801
2173	72016	3240593
2174	72041	3240198
2175	72069	3239951
2176	72095	3239580
2177	72122	3239298
2178	72148	3238942
2179	72180	3238870
2180	72209	3238631
2181	72240	3238519
2182	72268	3238232
2183	72298	3238073
2184	72331	3238017
2185	72362	3237899
2186	72397	3237977
2187	72423	3237586
2188	72448	3237206
2189	72480	3237132
2190	72508	3236887
2191	72541	3236836
2192	72586	3237341
2193	72616	3237177
2194	72645	3236923
2195	72684	3237159
2196	72713	3236963
2197	72741	3236690
2198	72767	3236370
2199	72794	3236034
2200	72826	3235960
2201	72858	3235868
2202	72895	3236003
2203	72925	3235834
2204	72952	3235542
2205	72978	3235186
2206	73006	3234954
2207	73032	3234583
2208	73075	3234992
2209	73115	3235272
2210	73142	3234962
2211	73172	3234790
2212	73206	3234796
2213	73234	3234539
2214	73259	3234162
2215	73286	3233848
2216	73315	3233647
2217	73356	3233952
2218	73383	3233682
2219	73411	3233396
2220	73435	3232998
2221	73461	3232651
2222	73491	3232467
2223	73517	3232123
2224	73545	3231869
2225	73569	3231425
2226	73597	3231173
2227	73626	3230969
2228	73663	3231112
2229	73691	3230855
2230	73721	3230703
2231	73760	3230900
2232	73813	3231749
2233	73869	3232743
2234	73910	3233040
2235	73959	3233691
2236	73996	3233843
2237	74040	3234304
2238	74076	3234395
2239	74105	3234184
2240	74132	3233865
2241	74159	3233590
2242	74184	3233213
2243	74212	3232944
2244	74238	3232601
2245	74265	3232310
2246	74291	3231943
2247	74329	3232151
2248	74372	3232560
2249	74407	3232593
2250	74441	3232583
2251	74469	3232343
2252	74504	3232388
2253	74552	3232999
2254	74591	3233245
2255	74633	3233592
2256	74660	3233297
2257	74685	3232930
2258	74719	3232919
2259	74747	3232685
2260	74785	3232847
2261	74829	3233292
2262	74873	3233720
2263	74920	3234292
2264	74960	3234546
2265	74989	3234336
2266	75029	3234606
2267	75068	3234832
2268	75100	3234762
2269	75127	3234438
2270	75154	3234145
2271	75180	3233836
2272	75209	3233602
2273	75234	3233236
2274	75263	3233019
2275	75287	3232607
2276	75314	3232296
2277	75342	3232070
2278	75372	3231869
2279	75399	3231600
2280	75424	3231238
2281	75452	3230947
2282	75476	3230558
2283	75503	3230235
2284	75530	3229957
2285	75554	3229553
2286	75580	3229226
2287	75609	3228988
2288	75634	3228633
2289	75666	3228528
2290	75693	3228266
2291	75730	3228383
2292	75765	3228459
