iter	RMSE
1665	2.111197262
1666	2.111077578
1667	2.11093864
1668	2.110768775
1669	2.110758313
1670	2.110752739
1671	2.110708244
1672	2.11070023
1673	2.110662831
1674	2.110481191
1675	2.110383008
1676	2.110312452
1677	2.110239875
1678	2.110226636
1679	2.110118206
1680	2.110033088
1681	2.109709678
1682	2.109638533
1683	2.109573774
1684	2.109542615
1685	2.109530399
1686	2.1094216
1687	2.109419312
1688	2.109381126
1689	2.109272504
1690	2.109235156
1691	2.10916791
1692	2.109128331
1693	2.109029188
1694	2.107815028
1695	2.107704344
1696	2.107483683
1697	2.107379953
1698	2.107230851
1699	2.107202489
1700	2.107197919
1701	2.107193853
1702	2.107189253
1703	2.107149957
1704	2.107130556
1705	2.107073073
1706	2.105983907
1707	2.105882465
1708	2.105828182
1709	2.1058215
1710	2.105741439
1711	2.105725498
1712	2.10563977
1713	2.105620974
1714	2.105570985
1715	2.105523544
1716	2.105491963
1717	2.105362421
1718	2.105170257
1719	2.10513199
1720	2.105071418
1721	2.1050527
1722	2.104945843
1723	2.104842569
1724	2.104753407
1725	2.104728402
1726	2.104648387
1727	2.104587541
1728	2.104407799
1729	2.104337449
1730	2.103351619
1731	2.103303749
1732	2.103210206
1733	2.10315664
1734	2.10307994
1735	2.103036878
1736	2.102951428
1737	2.102906176
1738	2.102827372
1739	2.102777856
1740	2.102756318
1741	2.102451377
1742	2.102401188
1743	2.102301961
1744	2.102242261
1745	2.102193425
1746	2.102098159
1747	2.102072179
1748	2.102010332
1749	2.102002344
1750	2.101964596
1751	2.101911882
1752	2.101866592
1753	2.101819234
1754	2.101647271
1755	2.101601405
1756	2.101469028
1757	2.101381341
1758	2.101344883
1759	2.101249159
1760	2.101165238
1761	2.101159485
1762	2.101051836
1763	2.101039237
1764	2.100879805
1765	2.100827328
1766	2.100811175
1767	2.100726677
1768	2.100643629
1769	2.100590984
1770	2.100418347
1771	2.100404423
1772	2.100338107
1773	2.100324993
1774	2.10029105
1775	2.100176935
1776	2.100094357
1777	2.099995286
1778	2.099950569
1779	2.09985499
1780	2.099731253
1781	2.099641803
1782	2.099618137
1783	2.099606243
1784	2.099518539
1785	2.099465358
1786	2.099452342
1787	2.099352615
1788	2.099338321
1789	2.099228824
1790	2.09914783
1791	2.099096622
1792	2.099032339
1793	2.098917722
1794	2.098876159
1795	2.0988334
1796	2.098342893
1797	2.09832545
1798	2.097088866
1799	2.09701854
1800	2.096927377
1801	2.096887155
1802	2.096806902
1803	2.09679557
1804	2.096669058
1805	2.096602911
1806	2.096570872
1807	2.096514823
1808	2.09645703
1809	2.096328122
1810	2.096282889
1811	2.096268913
1812	2.096158133
1813	2.095986975
1814	2.095974717
1815	2.095933077
1816	2.09582769
1817	2.095818948
1818	2.095776509
1819	2.095755564
1820	2.095742371
1821	2.095692163
1822	2.095690945
1823	2.095652977
1824	2.095643164
1825	2.095575975
1826	2.094424754
1827	2.094368224
1828	2.094271482
1829	2.09425319
1830	2.094210931
1831	2.09414575
1832	2.094067282
1833	2.09386495
1834	2.09383132
1835	2.093818055
1836	2.093547022
1837	2.093532523
1838	2.093493068
1839	2.093485293
1840	2.093404809
1841	2.093397877
1842	2.093333504
1843	2.093248245
1844	2.093161357
1845	2.093111169
1846	2.093101712
1847	2.092893513
1848	2.091683287
1849	2.091463348
1850	2.091441954
1851	2.09137428
1852	2.091313415
1853	2.091272059
1854	2.091068111
1855	2.09094316
1856	2.090866566
1857	2.090076755
1858	2.089978006
1859	2.08993044
1860	2.089881906
1861	2.08976969
1862	2.08973622
1863	2.089679065
1864	2.089580431
1865	2.089550039
1866	2.089446301
1867	2.089391827
1868	2.08934218
1869	2.089297118
1870	2.08920295
1871	2.089160625
1872	2.089090354
1873	2.089040858
1874	2.088987302
1875	2.088930023
1876	2.088889772
1877	2.088847276
1878	2.088816242
1879	2.088641651
1880	2.088600587
1881	2.08849649
1882	2.088453668
1883	2.088389193
1884	2.088335844
1885	2.088248521
1886	2.087423632
1887	2.086325378
1888	2.086295602
1889	2.086205297
1890	2.086161992
1891	2.086059953
1892	2.086027851
1893	2.08596461
1894	2.084977875
1895	2.084932094
1896	2.084818483
1897	2.084747449
1898	2.084631106
1899	2.084587811
1900	2.084486384
1901	2.084453709
1902	2.08441313
1903	2.084339841
1904	2.08420717
1905	2.084140893
1906	2.084089515
1907	2.084044128
1908	2.084001773
1909	2.083910708
1910	2.083881902
1911	2.083840265
1912	2.083748511
1913	2.083655801
1914	2.083593074
1915	2.083486819
1916	2.083447774
1917	2.083411971
1918	2.083046327
1919	2.082943008
1920	2.082934618
1921	2.082923955
1922	2.082824569
1923	2.082694053
1924	2.082610428
1925	2.082565954
1926	2.082515049
1927	2.082472201
1928	2.082433055
1929	2.082384465
1930	2.082311864
1931	2.082244788
1932	2.082202867
1933	2.082154913
1934	2.082083523
1935	2.082016074
1936	2.081814368
1937	2.08175111
1938	2.0816813
1939	2.081575884
1940	2.081529635
1941	2.081499302
1942	2.081452309
1943	2.081333946
1944	2.081282171
1945	2.081204519
1946	2.0811697
1947	2.081111558
1948	2.08107886
1949	2.08100917
1950	2.080856288
1951	2.080008839
1952	2.07993533
1953	2.079844674
1954	2.079804055
1955	2.079736725
1956	2.079621155
1957	2.079527085
1958	2.079420394
1959	2.079325595
1960	2.07931598
1961	2.079082014
1962	2.078920596
1963	2.078743965
1964	2.078635704
1965	2.078580165
1966	2.078488901
1967	2.078421765
1968	2.078380107
1969	2.078253051
1970	2.078163994
1971	2.078038005
1972	2.077973759
1973	2.077857503
1974	2.077732419
1975	2.077702251
1976	2.077631696
1977	2.077499814
1978	2.077461364
1979	2.077425122
1980	2.077395536
1981	2.077312058
1982	2.077221046
1983	2.077172803
1984	2.077043839
1985	2.077036735
1986	2.076940991
1987	2.076910386
1988	2.076812537
1989	2.076709462
1990	2.076672791
1991	2.076649351
1992	2.076591943
1993	2.07656331
1994	2.076428038
1995	2.076359844
1996	2.076172213
1997	2.076132969
1998	2.074997423
1999	2.074960358
2000	2.074929616
2001	2.074793938
2002	2.07476441
2003	2.074714376
2004	2.074539552
2005	2.074495653
2006	2.074453053
2007	2.074411334
2008	2.074325792
2009	2.074255817
2010	2.074201406
2011	2.074117309
2012	2.074090927
2013	2.074081454
2014	2.074022089
2015	2.073921567
2016	2.073480138
2017	2.07346865
2018	2.073439263
2019	2.073398967
2020	2.073341746
2021	2.073260592
2022	2.073140667
2023	2.073110277
2024	2.073055127
2025	2.072978683
2026	2.072919153
2027	2.072571949
2028	2.072413411
2029	2.072353209
2030	2.071501099
2031	2.071446317
2032	2.07137534
2033	2.071236424
2034	2.071161022
2035	2.071130595
2036	2.070520723
2037	2.070478758
2038	2.07037583
2039	2.069357621
2040	2.069312606
2041	2.069155466
2042	2.068979996
2043	2.068926756
2044	2.068904606
2045	2.068644057
2046	2.068602887
2047	2.068467012
2048	2.068422283
2049	2.068387964
2050	2.068275579
2051	2.068257293
2052	2.068224392
2053	2.068182585
2054	2.068125439
2055	2.068101766
2056	2.068073825
2057	2.068009581
2058	2.067955177
2059	2.067775136
2060	2.067696381
2061	2.066785021
2062	2.066709859
2063	2.066621354
2064	2.06649049
2065	2.066412628
2066	2.066316904
2067	2.066190603
2068	2.066162665
2069	2.066116082
2070	2.066032576
2071	2.065906361
2072	2.065768031
2073	2.065734157
2074	2.065699889
2075	2.065618283
2076	2.065566128
2077	2.0655371
2078	2.065463037
2079	2.065241565
2080	2.065207455
2081	2.065169638
2082	2.064059637
2083	2.064052136
2084	2.063450779
2085	2.06340952
2086	2.063374378
2087	2.063336381
2088	2.063311848
2089	2.063140095
2090	2.062130831
2091	2.062074509
2092	2.061970058
2093	2.061806496
2094	2.061785105
2095	2.061710762
2096	2.0616752
2097	2.06164493
2098	2.061617614
2099	2.06157435
2100	2.061566451
2101	2.061533148
2102	2.061503902
2103	2.061464136
2104	2.061445525
2105	2.061378258
2106	2.06134422
2107	2.061308035
2108	2.061280738
2109	2.061198824
2110	2.061165012
2111	2.061133993
2112	2.061108009
2113	2.061042694
2114	2.061002498
2115	2.060974441
2116	2.060915477
2117	2.060879971
2118	2.060832474
2119	2.06077822
2120	2.060742333
2121	2.060711992
2122	2.060682416
2123	2.060636183
2124	2.060589888
2125	2.060535038
2126	2.060509095
2127	2.060337541
2128	2.060300323
2129	2.060255021
2130	2.060227616
2131	2.060163837
2132	2.060092978
2133	2.059113381
2134	2.059023915
2135	2.05898362
2136	2.058789159
2137	2.058681764
2138	2.058612163
2139	2.058588165
2140	2.058396052
2141	2.058339152
2142	2.058308398
2143	2.058258501
2144	2.058239551
2145	2.057900423
2146	2.057834893
2147	2.057799405
2148	2.057776796
2149	2.05760464
2150	2.05756292
2151	2.057487616
2152	2.057466524
2153	2.057438265
2154	2.057372222
2155	2.057109817
2156	2.057087633
2157	2.057031801
2158	2.056957447
2159	2.056826791
2160	2.056540907
2161	2.056492412
2162	2.056425878
2163	2.056153409
2164	2.056051164
2165	2.055986273
2166	2.055911273
2167	2.055844001
2168	2.0557887
2169	2.055756653
2170	2.055708145
2171	2.055675105
2172	2.055654276
2173	2.055599037
2174	2.055513442
2175	2.055332874
2176	2.055285333
2177	2.055239877
2178	2.055192664
2179	2.055078929
2180	2.055056603
2181	2.055031389
2182	2.054945377
2183	2.05492414
2184	2.054901083
2185	2.054863359
2186	2.054837687
2187	2.054776477
2188	2.054738853
2189	2.054717877
2190	2.054659123
2191	2.054642585
2192	2.054620971
2193	2.054595044
2194	2.05454975
2195	2.054528888
2196	2.054488104
2197	2.054463689
2198	2.054413313
2199	2.05438861
2200	2.054370253
2201	2.054307203
2202	2.054263081
2203	2.054228379
2204	2.054193495
2205	2.054023173
2206	2.053984926
2207	2.053923661
2208	2.053890691
2209	2.052891897
2210	2.051922113
2211	2.051847622
2212	2.051745497
2213	2.051696976
2214	2.051666869
2215	2.051609078
2216	2.051552408
2217	2.05146157
2218	2.051414218
2219	2.051351262
2220	2.051291007
2221	2.051270046
2222	2.051189243
2223	2.051134652
2224	2.050954859
2225	2.050888379
2226	2.050847619
2227	2.050824224
2228	2.050803102
2229	2.050744954
2230	2.050611521
2231	2.050588858
2232	2.05052668
2233	2.050499522
2234	2.050393105
2235	2.050284265
2236	2.050238969
2237	2.050179114
2238	2.049084756
2239	2.048197905
2240	2.048074059
2241	2.047994054
2242	2.047913295
2243	2.047882627
2244	2.047844199
2245	2.047723548
2246	2.047709796
2247	2.047436057
2248	2.047345253
2249	2.047138004
2250	2.047120554
2251	2.047090358
2252	2.047007738
2253	2.046009658
2254	2.045994625
2255	2.045058404
2256	2.04494151
2257	2.044895338
2258	2.044870069
2259	2.044625444
2260	2.044606061
2261	2.04442409
2262	2.044395551
2263	2.044356881
2264	2.043437942
2265	2.043418403
2266	2.043398403
2267	2.043339449
2268	2.043322993
2269	2.043304305
2270	2.043278256
2271	2.043236163
2272	2.043220909
2273	2.043196761
2274	2.043139287
2275	2.042912153
2276	2.042883781
2277	2.042857408
2278	2.042830112
2279	2.042803469
2280	2.042715061
2281	2.042699612
2282	2.042684568
2283	2.042608393
2284	2.042606142
2285	2.042589186
2286	2.042303044
2287	2.04228532
2288	2.042270229
2289	2.04209067
2290	2.042055008
2291	2.042041536
2292	2.041768894
