iter	RMSE
170	8.581979863
171	8.551885086
172	8.522009817
173	8.492265159
174	8.461821035
175	8.43177836
176	8.402195406
177	8.372111247
178	8.342003294
179	8.312998864
180	8.283123023
181	8.253429908
182	8.223717412
183	8.195096451
184	8.166623319
185	8.137488484
186	8.108757902
187	8.080620251
188	8.052098629
189	8.023201362
190	7.995229094
191	7.966876886
192	7.938449253
193	7.910223207
194	7.882432562
195	7.854401536
196	7.827494085
197	7.800470618
198	7.773217328
199	7.745670379
200	7.719144237
201	7.691702271
202	7.665287002
203	7.63882442
204	7.612844716
205	7.585642082
206	7.559852551
207	7.53350775
208	7.507186154
209	7.481840996
210	7.45621779
211	7.430284859
212	7.404326284
213	7.379358408
214	7.354433051
215	7.329603427
216	7.304876853
217	7.280210021
218	7.255787701
219	7.230452264
220	7.206053068
221	7.181850157
222	7.156905862
223	7.132508293
224	7.107786728
225	7.08316783
226	7.058978947
227	7.035106075
228	7.010861263
229	6.986619518
230	6.963515024
231	6.940177761
232	6.916654442
233	6.893671869
234	6.87084502
235	6.847716323
236	6.824613237
237	6.801123096
238	6.778225262
239	6.755647652
240	6.73294418
241	6.710543805
242	6.687701676
243	6.665264631
244	6.643221905
245	6.620612818
246	6.599075764
247	6.577648888
248	6.555494998
249	6.533397471
250	6.512136597
251	6.490206201
252	6.469192198
253	6.447412044
254	6.426512985
255	6.405015046
256	6.383463993
257	6.363006515
258	6.341695714
259	6.320747853
260	6.2997096
261	6.279580668
262	6.259132505
263	6.238417604
264	6.21856375
265	6.198003259
266	6.177734989
267	6.157807478
268	6.137538207
269	6.117721779
270	6.097709735
271	6.078064354
272	6.058365558
273	6.038539699
274	6.018677462
275	5.999532601
276	5.98029298
277	5.960756605
278	5.94203144
279	5.922730555
280	5.903655698
281	5.884061622
282	5.865849065
283	5.846622136
284	5.82794324
285	5.809025504
286	5.790127551
287	5.771550235
288	5.75361939
289	5.735002844
290	5.71641277
291	5.698933862
292	5.680640541
293	5.662328788
294	5.644180481
295	5.62642329
296	5.608418141
297	5.590989808
298	5.573774042
299	5.556875543
300	5.539234382
301	5.522531994
302	5.505815789
303	5.488343764
304	5.471048405
305	5.454388545
306	5.437322733
307	5.420751676
308	5.40419274
309	5.387150354
310	5.371139161
311	5.355185125
312	5.338425131
313	5.321803153
314	5.305403962
315	5.289383593
316	5.273833548
317	5.257695343
318	5.242075053
319	5.226410687
320	5.211150612
321	5.195983422
322	5.180667087
323	5.16483314
324	5.149910105
325	5.135092436
326	5.119435502
327	5.104600259
328	5.089284059
329	5.073845262
330	5.059005104
331	5.044579569
332	5.02980289
333	5.01554764
334	5.000418421
335	4.986157392
336	4.971432118
337	4.956555054
338	4.941990088
339	4.927419588
340	4.913568175
341	4.898958112
342	4.884906044
343	4.870324965
344	4.856531733
345	4.842444205
346	4.828007056
347	4.81401194
348	4.799650873
349	4.785886927
350	4.771917254
351	4.758315463
352	4.745185293
353	4.73113119
354	4.717701639
355	4.704048048
356	4.690259399
357	4.676913784
358	4.663450721
359	4.650318561
360	4.636978328
361	4.623765179
362	4.610549919
363	4.597296962
364	4.584063971
365	4.570979188
366	4.558006823
367	4.545440751
368	4.532362927
369	4.519455121
370	4.506730081
371	4.494160917
372	4.481751797
373	4.47003151
374	4.457564426
375	4.445158298
376	4.43271626
377	4.420457722
378	4.40796974
379	4.395789494
380	4.383699124
381	4.371976641
382	4.360226766
383	4.348260573
384	4.337086776
385	4.32610956
386	4.315058281
387	4.303380642
388	4.291829713
389	4.280037722
390	4.268220334
391	4.256941742
392	4.245541734
393	4.234375798
394	4.223172419
395	4.212046525
396	4.200951494
397	4.189764604
398	4.178932304
399	4.16791135
400	4.156704886
401	4.145836519
402	4.13508986
403	4.125064369
404	4.114902018
405	4.104052391
406	4.09382021
407	4.083183983
408	4.072574819
409	4.062019653
410	4.05184105
411	4.041247594
412	4.030884682
413	4.020665997
414	4.01029306
415	4.000408195
416	3.990221195
417	3.980359142
418	3.970312199
419	3.9602853
420	3.950435336
421	3.94071481
422	3.931133056
423	3.921679384
424	3.911892113
425	3.90213498
426	3.892499305
427	3.883460263
428	3.873744332
429	3.864072326
430	3.854834357
431	3.84598894
432	3.836672221
433	3.827339601
434	3.818741236
435	3.809311598
436	3.800045225
437	3.790928962
438	3.781871332
439	3.772494274
440	3.763341702
441	3.75449506
442	3.74530811
443	3.737229445
444	3.729250618
445	3.720368276
446	3.71168583
447	3.702918225
448	3.694479887
449	3.685877116
450	3.677472547
451	3.669290915
452	3.661052915
453	3.652635128
454	3.644130266
455	3.635940346
456	3.627936159
457	3.619484195
458	3.611420057
459	3.603235118
460	3.595123556
461	3.587092515
462	3.579106892
463	3.571872985
464	3.563994453
465	3.555950496
466	3.54873331
467	3.540801276
468	3.532978939
469	3.525656973
470	3.518041951
471	3.510500012
472	3.502772804
473	3.495191954
474	3.487681674
475	3.48014043
476	3.473343831
477	3.465923745
478	3.458370119
479	3.451051965
480	3.44350907
481	3.436313054
482	3.429135905
483	3.422094379
484	3.4150605
485	3.407798808
486	3.40068555
487	3.39369768
488	3.386425391
489	3.379668229
490	3.373280726
491	3.366497206
492	3.360222291
493	3.353399555
494	3.346689793
495	3.339846459
496	3.333407549
497	3.326919413
498	3.320335341
499	3.314004382
500	3.307389702
501	3.301479221
502	3.294981387
503	3.288436544
504	3.282233126
505	3.27611566
506	3.269843185
507	3.263400445
508	3.257166902
509	3.250920675
510	3.245054255
511	3.238746334
512	3.232966203
513	3.226909339
514	3.221036388
515	3.215202799
516	3.209371977
517	3.203439109
518	3.197417453
519	3.191657035
520	3.185636539
521	3.179697187
522	3.173780504
523	3.168486216
524	3.162877939
525	3.156997068
526	3.151293725
527	3.145839808
528	3.14011704
529	3.134674435
530	3.129174454
531	3.123451065
532	3.117948023
533	3.113120201
534	3.108003793
535	3.102568065
536	3.09724878
537	3.092036627
538	3.087065159
539	3.081695259
540	3.076343414
541	3.071207448
542	3.065827141
543	3.060946082
544	3.055946606
545	3.050862027
546	3.045691503
547	3.040743729
548	3.03578166
549	3.031006835
550	3.026189944
551	3.021327308
552	3.016385162
553	3.011634772
554	3.006869094
555	3.002147121
556	2.997224464
557	2.992547961
558	2.987417461
559	2.982923195
560	2.978372316
561	2.973832765
562	2.969217507
563	2.964695367
564	2.960218208
565	2.955966696
566	2.951638195
567	2.946869495
568	2.942328694
569	2.937978087
570	2.933652356
571	2.929607703
572	2.925346473
573	2.921112795
574	2.916661255
575	2.912506329
576	2.908488266
577	2.904698859
578	2.900706815
579	2.896637834
580	2.892591686
581	2.888374869
582	2.884272088
583	2.880326587
584	2.876185741
585	2.872239158
586	2.868033534
587	2.864064397
588	2.860082032
589	2.856224588
590	2.852402863
591	2.84855882
592	2.84452732
593	2.84077793
594	2.83688677
595	2.833121212
596	2.829398339
597	2.825662028
598	2.821798205
599	2.818022177
600	2.814428047
601	2.810653501
602	2.806736292
603	2.803153255
604	2.799625798
605	2.796112179
606	2.792426628
607	2.788891974
608	2.785562002
609	2.782010485
610	2.778641112
611	2.775391219
612	2.772260304
613	2.768888171
614	2.7654382
615	2.762084836
616	2.758638974
617	2.755443788
618	2.7521698
619	2.74874716
620	2.745403871
621	2.742235134
622	2.73922729
623	2.736191635
624	2.733243733
625	2.730175043
626	2.726901307
627	2.723746031
628	2.720617199
629	2.717654959
630	2.714605265
631	2.711554805
632	2.708415053
633	2.705350225
634	2.702428555
635	2.699508286
636	2.696604929
637	2.693548923
638	2.690929154
639	2.688021095
640	2.684953416
641	2.682134478
642	2.679412857
643	2.676592982
644	2.673910383
645	2.67132135
646	2.668445451
647	2.665693777
648	2.662803146
649	2.659878131
650	2.657053154
651	2.654455384
652	2.651632808
653	2.648858228
654	2.646323244
655	2.643675796
656	2.641021259
657	2.638271625
658	2.635466772
659	2.632906595
660	2.63029185
661	2.627921905
662	2.625330038
663	2.622991447
664	2.620522248
665	2.617963069
666	2.614688654
667	2.612152922
668	2.608592453
669	2.606478181
670	2.603803896
671	2.60120556
672	2.598692316
673	2.596608916
674	2.594550619
675	2.592212558
676	2.58982928
677	2.587618873
678	2.585361803
679	2.582995472
680	2.58076093
681	2.578304219
682	2.57587424
683	2.573593676
684	2.571278736
685	2.569030864
686	2.566571821
687	2.564246151
688	2.56209536
689	2.560251376
690	2.558139011
691	2.555900453
692	2.553847716
693	2.551865894
694	2.549790162
695	2.547690331
696	2.545407821
697	2.543109782
698	2.541043968
699	2.53904506
700	2.536723588
701	2.534747378
702	2.532871458
703	2.530657367
704	2.528803383
705	2.526956002
706	2.524953657
707	2.522971992
708	2.521118769
709	2.519158259
710	2.517213868
711	2.514967128
712	2.513198835
713	2.511357908
714	2.509251306
715	2.507471248
716	2.505538976
717	2.503721807
718	2.502135785
719	2.500127739
720	2.498554941
721	2.496867873
722	2.495199938
723	2.493549296
724	2.491480864
725	2.489579831
726	2.487784358
727	2.485890491
728	2.484211275
729	2.482624322
730	2.480762806
731	2.479175023
732	2.477289341
733	2.475501423
734	2.473996707
735	2.472369451
736	2.470563073
737	2.469052779
738	2.467495461
739	2.46542416
740	2.46381817
741	2.462166388
742	2.46036595
743	2.458724062
744	2.457182678
745	2.45549871
746	2.454094693
747	2.45240104
748	2.451007764
749	2.449390299
750	2.447475188
751	2.446019638
752	2.444540686
753	2.443200673
754	2.441651283
755	2.440228898
756	2.439028723
757	2.437780323
758	2.436419964
759	2.434807719
760	2.433194094
761	2.431750246
762	2.430551695
763	2.428978333
764	2.427323568
765	2.425898625
766	2.42457863
767	2.42331187
768	2.421900723
769	2.420421242
770	2.41781088
771	2.416454667
772	2.415120345
773	2.413571893
774	2.41238
775	2.411213249
776	2.409785398
777	2.408636993
778	2.407364183
779	2.405932581
780	2.404455284
781	2.403320854
782	2.402124536
783	2.400895098
784	2.399691988
785	2.398501168
786	2.397356863
787	2.396191081
788	2.395092686
789	2.393918024
790	2.392402938
791	2.391272065
792	2.389978585
793	2.388830636
794	2.387572497
795	2.386681702
796	2.385411601
797	2.384125259
798	2.382816992
799	2.381690946
800	2.380537006
801	2.379360911
802	2.378355884
803	2.377174456
804	2.375961464
805	2.374830744
806	2.373265323
807	2.37232667
808	2.37124599
809	2.370244256
810	2.369291341
811	2.368200825
812	2.367276236
813	2.366264233
814	2.365016313
815	2.363960677
816	2.363020939
817	2.361827793
818	2.360924403
819	2.360080801
820	2.359077157
821	2.358364802
822	2.35662456
823	2.355532489
824	2.354544712
825	2.353365595
826	2.352515546
827	2.35157976
828	2.350561152
829	2.349521032
830	2.34871449
831	2.347721361
832	2.34675981
833	2.345906048
834	2.344984054
835	2.34407642
836	2.34279533
837	2.341907677
838	2.341149986
839	2.339975455
840	2.339041282
841	2.338031659
842	2.337107252
843	2.336165591
844	2.335229375
845	2.334152146
846	2.333225579
847	2.332362187
848	2.331511037
849	2.330502607
850	2.329345627
851	2.328401134
852	2.327674134
853	2.326969519
854	2.326278879
855	2.325413673
856	2.324693873
857	2.323995567
858	2.323347693
859	2.321446082
860	2.32083023
861	2.319831171
862	2.319015228
863	2.318332921
864	2.317297699
865	2.316445937
866	2.31539725
867	2.314573254
868	2.313622753
869	2.312950122
870	2.311844507
871	2.311185981
872	2.310038468
873	2.309457169
874	2.308669222
875	2.307880252
876	2.306931982
877	2.306304234
878	2.305580934
879	2.304927653
880	2.303258977
881	2.302553986
882	2.301850582
883	2.301123107
884	2.300546815
885	2.29973579
886	2.299122648
887	2.298511858
888	2.297704616
889	2.296636063
890	2.295935436
891	2.295101922
892	2.29432567
893	2.293405973
894	2.292837685
895	2.292115739
896	2.291447252
897	2.290895751
898	2.290332006
899	2.289545182
900	2.2887838
901	2.28746135
902	2.286921929
903	2.28636734
904	2.285853942
905	2.285317222
906	2.284746841
907	2.284069662
908	2.283447823
909	2.282832282
910	2.282230196
911	2.281728687
912	2.281198779
913	2.280524428
914	2.280018917
915	2.279580768
916	2.279132891
917	2.278047575
918	2.277487689
919	2.276772205
920	2.276309554
921	2.275522141
922	2.275098669
923	2.27454402
924	2.274007231
925	2.273559978
926	2.27279253
927	2.27219919
928	2.271439182
929	2.27102042
930	2.270426279
931	2.26973214
932	2.268985421
933	2.268006568
934	2.267404997
935	2.266727937
936	2.266174021
937	2.265629475
938	2.265009328
939	2.264280645
940	2.263507231
941	2.263098221
942	2.26245039
943	2.261994194
944	2.261355528
945	2.260933607
946	2.260468858
947	2.260056251
948	2.259659593
949	2.259171946
950	2.258738748
951	2.25836257
952	2.257956663
953	2.25755606
954	2.256940419
955	2.256572714
956	2.255975394
957	2.255565354
958	2.255001412
959	2.254531889
960	2.25404331
961	2.253465242
962	2.253081582
963	2.252563216
964	2.251896331
965	2.25137391
966	2.250876705
967	2.250231474
968	2.249461631
969	2.248814561
970	2.248432413
971	2.248033858
972	2.247467416
973	2.246701147
974	2.246213239
975	2.245835855
976	2.245614449
977	2.245305102
978	2.244896634
979	2.244475114
980	2.244067367
981	2.243644367
982	2.243142583
983	2.241526548
984	2.241087862
985	2.240762231
986	2.240242044
987	2.239792999
988	2.239461022
989	2.239082432
990	2.238313023
991	2.237543734
992	2.237199499
993	2.236797226
994	2.236454882
995	2.235909231
996	2.235580786
997	2.235281401
998	2.234990863
999	2.234584794
1000	2.234202143
1001	2.233835907
1002	2.233343465
1003	2.232898893
1004	2.232577437
1005	2.232180556
1006	2.231772443
1007	2.231484928
1008	2.231085933
1009	2.230699997
1010	2.230343508
1011	2.229786481
1012	2.229283784
1013	2.228886354
1014	2.228569846
1015	2.228059186
1016	2.227723641
1017	2.227233805
1018	2.226878524
1019	2.226493881
1020	2.226223415
1021	2.22589925
1022	2.225586727
1023	2.225296993
1024	2.224751685
1025	2.224211602
1026	2.223873296
1027	2.223659714
1028	2.223382602
1029	2.222818649
1030	2.222419499
1031	2.222192403
1032	2.221843287
1033	2.221411115
1034	2.220822237
1035	2.22050889
1036	2.220093914
1037	2.219660276
1038	2.219222691
1039	2.218947271
1040	2.21851461
1041	2.2181958
1042	2.217787607
1043	2.217334555
1044	2.216599755
1045	2.216344466
1046	2.215798058
1047	2.215489574
1048	2.214021418
1049	2.213635689
1050	2.213409973
1051	2.213119954
1052	2.212960956
1053	2.212696411
1054	2.212232931
1055	2.211985202
1056	2.211687385
1057	2.211388338
1058	2.211025558
1059	2.210776925
1060	2.21057113
1061	2.210307063
1062	2.210019025
1063	2.209575778
1064	2.209364675
1065	2.209119338
1066	2.208637749
1067	2.208162335
1068	2.207893811
1069	2.207588853
1070	2.207268905
1071	2.207086113
1072	2.206876291
1073	2.206679428
1074	2.206399799
1075	2.206125684
1076	2.205891452
1077	2.205673743
1078	2.205422146
1079	2.204893337
1080	2.204453581
1081	2.204323612
1082	2.204011909
1083	2.203737356
1084	2.203499631
1085	2.203144262
1086	2.202785304
1087	2.202537625
1088	2.202258924
1089	2.202105333
1090	2.201788365
1091	2.201402602
1092	2.201147951
1093	2.200840803
1094	2.200561962
1095	2.200220069
1096	2.19996576
1097	2.199763166
1098	2.199577597
1099	2.199312471
1100	2.197762933
1101	2.197612603
1102	2.19735201
1103	2.197199622
1104	2.196943686
1105	2.196658614
1106	2.196503742
1107	2.196276644
1108	2.196004804
1109	2.195712221
1110	2.195543179
1111	2.195273537
1112	2.195044873
1113	2.194895574
1114	2.194676254
1115	2.194400281
1116	2.194120313
1117	2.193903545
1118	2.193723135
1119	2.193559902
1120	2.193199074
1121	2.192770762
1122	2.192560021
1123	2.192370074
1124	2.192042349
1125	2.191758209
1126	2.191384335
1127	2.190275728
1128	2.190161168
1129	2.189927195
1130	2.189652653
1131	2.189262463
1132	2.188933211
1133	2.18866759
1134	2.188476905
1135	2.188350066
1136	2.188001363
1137	2.187885064
1138	2.187569394
1139	2.187225995
1140	2.187006994
1141	2.186683076
1142	2.186485172
1143	2.186184649
1144	2.186027208
1145	2.185850805
1146	2.185535272
1147	2.185406958
1148	2.18513477
1149	2.184925442
1150	2.184647514
1151	2.184551886
1152	2.184127086
1153	2.183910897
1154	2.183693367
1155	2.183533227
1156	2.183271119
1157	2.1830896
1158	2.182832762
1159	2.182618024
1160	2.18236402
1161	2.181930122
1162	2.181807206
1163	2.181515227
1164	2.181320472
1165	2.181094565
1166	2.180959731
1167	2.180786142
1168	2.180693267
1169	2.180419257
1170	2.18026084
1171	2.180136406
1172	2.179871691
1173	2.17974686
1174	2.179458793
1175	2.179321395
1176	2.17910529
1177	2.178850426
1178	2.178689515
1179	2.178508455
1180	2.178316599
1181	2.178162828
1182	2.178029612
1183	2.1778839
1184	2.177724638
1185	2.177514592
1186	2.177397896
1187	2.177245781
1188	2.177107614
1189	2.177012262
1190	2.176924981
1191	2.176635229
1192	2.176545183
1193	2.17605937
1194	2.175915104
1195	2.175705199
1196	2.175371752
1197	2.175275099
1198	2.175136511
1199	2.174996317
1200	2.174751059
1201	2.174540168
1202	2.174285954
1203	2.174172477
1204	2.174059166
1205	2.173773936
1206	2.173659973
1207	2.173588433
1208	2.173541147
1209	2.173422601
1210	2.173219233
1211	2.173127742
1212	2.173053844
1213	2.172941327
1214	2.17261039
1215	2.172524609
1216	2.172366434
1217	2.172123641
1218	2.171875793
1219	2.171692893
1220	2.171534968
1221	2.171363905
1222	2.171181879
1223	2.171062345
1224	2.170883012
1225	2.170578589
1226	2.170297135
1227	2.169978316
1228	2.169722176
1229	2.169629761
1230	2.169539951
1231	2.169450115
1232	2.169210126
1233	2.168990337
1234	2.168747206
1235	2.168654151
1236	2.168569139
1237	2.168396792
1238	2.168182984
1239	2.168013838
1240	2.167945046
1241	2.167655949
1242	2.167428394
1243	2.167218614
1244	2.167029857
1245	2.166938925
1246	2.166714145
1247	2.16651798
1248	2.166416691
1249	2.166241982
1250	2.166012024
1251	2.165802776
1252	2.16549397
1253	2.165450334
1254	2.165325636
1255	2.165054177
1256	2.16496913
1257	2.164825448
1258	2.164660077
1259	2.16450146
1260	2.164307275
1261	2.163965765
1262	2.163870993
1263	2.163656471
1264	2.163628354
1265	2.163166293
1266	2.163012337
1267	2.16279479
1268	2.162653583
1269	2.162517559
1270	2.162413829
1271	2.162253183
1272	2.162196774
1273	2.162119448
1274	2.161952054
1275	2.161733219
1276	2.161579328
1277	2.161346466
1278	2.161231839
1279	2.16108111
1280	2.161001563
1281	2.160964173
1282	2.160691157
1283	2.160630706
1284	2.160518991
1285	2.160344355
1286	2.160105636
1287	2.159896178
1288	2.159803184
1289	2.159541325
1290	2.159223064
1291	2.159165701
1292	2.159019934
1293	2.158739691
1294	2.158679867
1295	2.158276645
1296	2.158200535
1297	2.158086725
1298	2.158040344
1299	2.157899367
1300	2.157779752
1301	2.157737101
1302	2.157575032
1303	2.157510985
1304	2.157276172
1305	2.157193175
1306	2.157135033
1307	2.157032447
1308	2.156839625
1309	2.156640411
1310	2.156248204
1311	2.156182683
1312	2.156092862
1313	2.155965092
1314	2.15583872
1315	2.155648246
1316	2.155544644
1317	2.155488739
1318	2.155296879
1319	2.155206378
1320	2.155120945
1321	2.155024422
1322	2.15496582
1323	2.154479536
1324	2.154415263
1325	2.154348837
1326	2.154263437
1327	2.154233324
1328	2.154096571
1329	2.154032503
1330	2.153888364
1331	2.153724264
1332	2.153438165
1333	2.153241516
1334	2.152970389
1335	2.152903138
1336	2.152679257
1337	2.15251594
1338	2.152393676
1339	2.152257477
1340	2.152118027
1341	2.151947947
1342	2.15191224
1343	2.151774934
1344	2.151615253
1345	2.151430028
1346	2.151230955
1347	2.151158626
1348	2.151046813
1349	2.150892443
1350	2.150723717
1351	2.150663455
1352	2.150424704
1353	2.15038765
1354	2.150282322
1355	2.150131888
1356	2.150021576
1357	2.149923746
1358	2.149731127
1359	2.149702817
1360	2.149561793
1361	2.149454526
1362	2.149307001
1363	2.149201593
1364	2.14913718
1365	2.14907351
1366	2.148991817
1367	2.148783886
1368	2.148621597
1369	2.148513137
1370	2.14842996
1371	2.148366913
1372	2.148255092
1373	2.148171541
1374	2.148050317
1375	2.147970859
1376	2.147903192
1377	2.147879901
1378	2.147805973
1379	2.147755106
1380	2.147606358
1381	2.147566642
1382	2.14731801
1383	2.147174068
1384	2.147064164
1385	2.147016919
1386	2.14695952
1387	2.146829591
1388	2.145876001
1389	2.145789065
1390	2.145639904
1391	2.145490434
1392	2.145362741
1393	2.145247146
1394	2.145144169
1395	2.144994393
1396	2.144848595
1397	2.144802326
1398	2.144728751
1399	2.144709588
1400	2.143449532
1401	2.143344386
1402	2.143251976
1403	2.143209612
1404	2.14313914
1405	2.142959861
1406	2.142916193
1407	2.142828226
1408	2.142740597
1409	2.142696132
1410	2.142633273
1411	2.142514039
1412	2.142389319
1413	2.142348175
1414	2.142284743
1415	2.142208746
1416	2.141667106
1417	2.141485392
1418	2.14144235
1419	2.141356855
1420	2.141214683
1421	2.140926642
1422	2.140872139
1423	2.140663277
1424	2.140582575
1425	2.140566807
1426	2.140535915
1427	2.140438549
1428	2.140382025
1429	2.140317888
1430	2.140154325
1431	2.140133796
1432	2.139947803
1433	2.139871616
1434	2.139789193
1435	2.139748732
1436	2.139621474
1437	2.139410492
1438	2.139239988
1439	2.13916997
1440	2.138974246
1441	2.138873059
1442	2.138722967
1443	2.13870986
1444	2.138640209
1445	2.138607538
1446	2.138560692
1447	2.138517202
1448	2.138485431
1449	2.13831422
1450	2.137758399
1451	2.137656968
1452	2.137507547
1453	2.137417095
1454	2.137313669
1455	2.137279117
1456	2.137154616
1457	2.137093998
1458	2.136931028
1459	2.136643559
1460	2.136547238
1461	2.136501777
1462	2.1364207
1463	2.13605628
1464	2.136002023
1465	2.135841662
1466	2.135704481
1467	2.135603444
1468	2.135523712
1469	2.135433107
1470	2.135187943
1471	2.135109891
1472	2.134949455
1473	2.134884686
1474	2.134858283
1475	2.134800835
1476	2.134632887
1477	2.134554628
1478	2.134452613
1479	2.134384445
1480	2.134298878
1481	2.134238311
1482	2.134150048
1483	2.134126054
1484	2.133694063
1485	2.133652247
1486	2.13362095
1487	2.133563349
1488	2.13343915
1489	2.133303891
1490	2.133048817
1491	2.133010905
1492	2.132991321
1493	2.132954835
1494	2.132858377
1495	2.132802895
1496	2.132716045
1497	2.132639771
1498	2.132486565
1499	2.132403265
1500	2.132329253
1501	2.132186053
1502	2.132123476
1503	2.132095654
1504	2.132084442
1505	2.1320091
1506	2.131951032
1507	2.131909925
1508	2.131856753
1509	2.131832335
1510	2.131728238
1511	2.131571913
1512	2.131282916
1513	2.131253694
1514	2.131173214
1515	2.131147678
1516	2.131066392
1517	2.13093355
1518	2.130752215
1519	2.13060369
1520	2.130532938
1521	2.130408239
1522	2.13038158
1523	2.129084258
1524	2.129023622
1525	2.128960423
1526	2.128798806
1527	2.128681569
1528	2.128657054
1529	2.128598899
1530	2.128519212
1531	2.128454973
1532	2.12837524
1533	2.128311942
1534	2.128284194
1535	2.127537127
1536	2.127493198
1537	2.12746401
1538	2.127369448
1539	2.127260973
1540	2.127230352
1541	2.12701021
1542	2.126921197
1543	2.126861942
1544	2.126839344
1545	2.12667872
1546	2.126577732
1547	2.126496031
1548	2.126423544
1549	2.126389544
1550	2.126357991
1551	2.126136749
1552	2.126112846
1553	2.126063052
1554	2.126031019
1555	2.125837155
1556	2.125810993
1557	2.125742808
1558	2.125698452
1559	2.12561786
1560	2.125581458
1561	2.12543717
1562	2.125316932
1563	2.125276015
1564	2.125251229
1565	2.12515256
1566	2.125121051
1567	2.125022393
1568	2.124994077
1569	2.124895319
1570	2.124887364
1571	2.12473598
1572	2.124707942
1573	2.123474635
1574	2.123340852
1575	2.123268986
1576	2.123188745
1577	2.12306116
1578	2.123036289
1579	2.122966975
1580	2.122940536
1581	2.121721257
1582	2.121692969
1583	2.121365724
1584	2.121346431
1585	2.121263958
1586	2.1211997
1587	2.121057899
1588	2.121028598
1589	2.120807226
1590	2.120595618
1591	2.120543937
1592	2.120494785
1593	2.120379786
1594	2.120263802
1595	2.120232611
1596	2.120159133
1597	2.120148218
1598	2.120090504
1599	2.119973539
1600	2.11973969
1601	2.119675287
1602	2.119490729
1603	2.119417327
1604	2.119341693
1605	2.118206209
1606	2.118138676
1607	2.11810771
1608	2.118019188
1609	2.117980648
1610	2.117910314
1611	2.117794966
1612	2.117734764
1613	2.1176912
1614	2.116623608
1615	2.116514239
1616	2.116423121
1617	2.116357147
1618	2.116299497
1619	2.116229635
1620	2.116097679
1621	2.116072096
1622	2.115985216
1623	2.115952304
1624	2.115894117
1625	2.115861894
1626	2.114635202
1627	2.114543383
1628	2.114481522
1629	2.114351367
1630	2.114082948
1631	2.113982368
1632	2.113912306
1633	2.113892979
1634	2.113797545
1635	2.113754831
1636	2.113611186
1637	2.113599758
1638	2.113436877
1639	2.113247676
1640	2.113220262
1641	2.113193806
1642	2.113174262
1643	2.113069592
1644	2.113035948
1645	2.112990241
1646	2.112912321
1647	2.112831025
1648	2.112764147
1649	2.1125285
1650	2.112470504
1651	2.112401823
1652	2.11236425
1653	2.11231452
1654	2.112203843
1655	2.111753173
1656	2.111724446
1657	2.111660884
1658	2.111648494
1659	2.111537149
1660	2.111452432
1661	2.111443516
1662	2.111332787
1663	2.111277452
1664	2.111208015
